440	283	279	703	934	603	577	5	164	466	885	1047	387	802	1102	863	227	763	840	530	983	125	75	878	112	523	1009	474	192	239	291	791	691	92
895	1038	134	484	938	6	959	376	857	1073	589	1064	1018	604	477	627	509	174	575	536	971	1071	431	554	696	132	1	830	156	615	587	513	351	814
883	271	240	1079	135	573	740	628	736	725	594	21	503	919	150	456	1048	72	647	655	880	854	629	593	423	254	306	669	702	580	363	233	1061	137
779	712	96	958	954	551	665	969	583	563	620	671	250	504	349	775	167	102	896	221	952	708	598	350	682	635	59	424	672	67	636	541	337	319
794	207	467	1059	1053	480	492	986	762	700	929	710	621	189	701	633	151	1101	522	570	711	425	100	978	1026	892	1028	1095	361	713	505	839	482	430
998	141	373	663	1057	295	787	256	742	415	200	744	230	806	782	730	506	166	409	127	714	7	733	49	191	152	781	557	292	848	537	948	520	552
188	231	963	856	800	894	953	122	17	842	567	723	55	684	304	15	483	1040	428	196	204	298	360	479	956	47	1074	715	579	391	111	169	416	481
929	657	501	654	679	42	497	316	558	471	965	724	778	571	401	718	928	893	348	66	852	273	835	942	48	209	50	875	447	813	660	1013	45	1051
85	2	643	318	947	80	667	123	770	266	1021	574	378	300	908	364	454	873	719	212	272	801	330	811	734	1055	60	225	97	375	63	73	335	215
850	685	255	1054	943	302	1090	176	390	496	690	872	257	1012	1024	486	1082	1107	305	546	611	268	764	213	674	162	601	666	749	909	526	13	68	586
588	754	569	1104	43	525	182	1072	27	581	1094	930	52	962	229	729	697	717	822	716	765	336	421	69	241	993	288	249	796	404	1005	638	997	539
388	1056	585	527	109	753	98	556	906	617	600	964	171	296	1065	984	219	276	924	859	372	534	1058	1019	325	36	747	1035	3	899	922	833	1010	381
757	553	999	1044	476	1097	354	1030	648	90	653	18	197	649	844	489	168	488	853	203	400	939	33	743	868	861	210	281	838	658	907	979	820	970
153	395	368	383	89	689	614	397	735	990	521	798	1063	157	740	738	1052	352	670	383	417	244	61	900	912	927	1001	547	799	327	159	500	609	180
819	841	756	177	232	704	253	70	389	760	285	228	310	205	761	693	393	54	163	973	148	677	680	1087	51	25	406	58	810	258	576	386	379	829
491	535	442	26	353	1036	321	575	11	1020	874	694	755	147	926	733	582	260	769	322	81	198	286	284	777	548	528	561	1088	44	235	131	290	294
1096	945	340	445	115	206	469	662	805	367	623	976	24	687	78	86	478	1033	170	955	126	493	1002	104	429	427	448	489	114	130	972	1032	1092	590
826	71	28	966	29	918	519	412	785	262	143	371	84	446	136	555	346	795	364	607	158	259	444	911	871	365	750	242	668	707	248	35	597	422
888	879	490	487	185	543	333	789	1083	344	342	1068	797	309	83	12	178	1113	996	622	39	659	916	994	472	722	613	960	728	69	758	532	1103	433
1089	193	566	498	847	508	450	0	870	307	121	362	809	79	465	463	332	1078	436	211	641	915	917	220	453	374	1042	41	414	1029	208	1016	14	226
62	568	752	1110	651	234	602	280	913	64	606	675	837	320	297	618	695	117	251	442	331	475	897	214	869	118	983	998	1045	741	507	40	731	946
87	1015	19	891	457	862	356	161	968	473	592	832	709	485	827	314	264	238	341	855	499	637	661	818	32	311	202	339	108	988	1093	343	312	10
529	145	8	1050	836	766	804	103	639	164	243	681	705	160	142	1017	860	458	323	326	907	1011	538	783	184	455	187	703	1041	274	605	957	1100	195
816	405	369	269	944	692	1043	278	560	267	903	426	313	88	99	790	910	776	133	308	384	632	886	737	650	748	1069	16	380	612	933	1003	678	270
488	236	362	699	435	186	110	237	183	786	721	385	940	727	544	609	317	1014	65	129	982	106	1022	817	1085	246	920	1075	345	101	1076	293	140	634
706	858	843	931	1114	511	941	608	459	218	77	987	1025	9	846	626	644	1066	565	382	512	175	299	452	1007	642	773	619	370	759	774	113	14	564
866	602	793	418	1091	640	991	914	812	377	399	1000	1110	679	745	772	591	575	355	771	549	303	905	950	815	408	688	462	396	287	324	937	656	357
961	698	23	595	252	105	616	20	1099	277	610	664	932	887	369	673	289	518	1098	824	652	420	402	808	1067	31	95	686	630	625	146	1081	865	1108
74	446	881	155	876	120	1031	398	792	548	1046	34	975	867	823	437	821	139	30	224	138	550	245	4	392	780	216	149	419	599	989	949	154	751
329	989	407	992	1027	1006	1086	845	328	531	935	46	275	470	451	73	432	825	494	533	201	1023	517	119	514	366	410	468	921	441	831	646	334	746
440	495	261	38	1034	1077	438	223	194	684	1111	1060	413	93	889	124	925	394	624	460	108	720	1070	784	977	572	957	1109	578	540	890	912	1037	449
107	116	56	596	559	222	967	864	562	94	289	726	282	301	981	173	807	936	1080	53	803	851	980	464	76	22	434	1062	510	805	358	1000	661	683
515	951	768	985	683	37	524	884	1105	898	338	179	631	263	1112	315	902	502	403	828	172	788	1008	767	849	265	82	1037	676	247	645	923	1076	1004
359	1039	144	1049	128	995	57	1106	199	461	217	739	181	165	901	516	1084	877	732	786	91	904	542	439	882	411	443	347	584	921	834	974	190	545
