614	980	890	188	359	597	152	118	82	97	269	413	636	78	453	47	626	283	109	937	243	541	530	12	84	415	941	49	529	332	901	649	99	280
24	697	198	440	884	124	478	809	1096	817	401	491	173	462	587	428	750	168	678	288	217	1015	278	577	112	253	368	397	199	746	576	370	854	726
114	241	938	207	651	896	75	139	279	307	292	249	844	362	402	1114	354	231	940	337	933	174	128	586	629	486	284	1029	617	281	311	96	358	88
143	28	136	21	787	584	846	270	476	788	479	879	931	1060	412	157	524	494	738	492	11	624	910	424	162	347	66	239	965	591	169	65	606	186
775	874	646	20	134	142	899	73	236	320	664	226	182	725	180	926	90	150	238	110	224	437	244	403	982	106	406	602	212	265	395	744	772	25
262	228	54	89	543	613	103	203	44	954	36	374	59	242	472	820	55	531	218	770	603	127	213	235	1049	976	569	344	125	285	122	456	465	305
248	463	324	756	293	467	164	299	178	644	970	783	331	623	735	68	233	712	302	206	967	507	845	64	352	126	427	857	145	85	878	16	160	254
163	294	495	205	407	1100	865	816	1072	394	516	301	342	473	277	589	349	107	1097	308	1052	219	713	812	7	6	701	477	598	423	509	869	810	316
561	363	523	950	135	335	179	575	493	211	340	508	220	796	1088	129	70	632	704	601	5	19	438	755	776	920	155	130	560	69	72	946	388	520
881	410	158	447	581	904	773	795	353	92	851	56	711	718	1033	208	790	497	1067	471	147	63	67	731	295	728	939	108	733	590	897	87	596	1012
170	425	582	2	255	785	538	949	693	517	192	17	1106	978	184	322	885	389	156	154	1095	121	457	1070	141	336	379	204	730	382	13	1046	936	574
274	528	247	393	923	221	104	484	454	754	670	105	696	927	690	458	297	57	1050	605	915	545	487	53	1028	119	498	267	74	503	113	40	850	562
448	708	841	925	979	286	691	553	552	681	1073	161	1066	62	514	398	138	37	148	513	585	771	234	246	258	240	1054	321	961	919	409	831	43	441
876	317	0	903	489	572	177	421	860	665	741	779	257	439	50	480	422	990	943	171	357	81	699	959	604	488	1024	567	1087	1039	345	673	41	546
540	551	214	548	537	501	672	707	557	600	71	313	929	907	1074	191	1104	527	724	1021	365	222	449	518	700	273	893	647	807	887	997	983	123	290
348	794	640	460	829	838	483	894	542	470	1010	594	654	309	656	1071	86	376	792	802	510	361	643	977	1064	502	999	777	1078	209	891	512	232	371
1102	131	461	464	1085	991	866	727	909	981	325	1027	201	535	230	1094	15	966	534	181	689	921	852	1035	1009	215	631	994	579	366	1017	175	962	1079
93	120	334	251	408	165	189	420	91	848	385	748	628	153	115	814	23	377	671	692	77	539	793	459	924	1	653	193	573	1059	60	310	536	547
32	957	864	745	751	298	360	276	521	33	588	102	797	166	1008	271	947	593	499	9	972	721	511	58	1011	140	414	500	611	607	825	506	303	759
872	30	635	1056	48	42	369	386	861	431	375	8	146	338	715	327	27	167	849	837	117	446	190	350	1002	229	455	568	554	786	834	892	583	1103
405	964	216	781	842	808	306	252	703	747	855	266	176	98	343	250	1065	758	684	381	172	256	430	563	339	765	417	468	263	418	34	822	445	35
328	351	686	858	985	974	685	39	83	928	1043	717	544	333	806	1053	196	798	633	373	452	1001	935	675	667	1091	680	767	3	45	372	195	782	312
435	101	769	739	780	330	436	187	1016	94	835	183	768	1014	922	1089	1101	722	1090	716	149	942	687	871	888	282	1005	639	637	875	951	323	688	326
364	432	210	550	975	917	496	356	932	555	185	652	1032	525	383	390	749	287	621	200	151	14	1018	411	261	61	1080	532	52	399	839	828	683	392
824	26	355	416	429	419	194	847	559	1013	329	764	666	434	789	912	895	969	197	272	482	702	319	843	868	400	1083	300	859	481	533	902	384	202
719	378	729	1026	485	760	988	291	433	38	1110	709	819	827	289	1077	659	804	264	466	1092	616	223	762	669	906	1057	618	753	1042	1069	661	676	641
723	1048	989	784	469	18	519	76	80	815	645	677	79	443	830	752	766	314	116	873	1093	660	444	133	504	648	634	1038	268	668	526	1034	674	1000
856	930	877	1040	505	304	836	1030	638	1041	799	1105	763	31	973	742	801	811	612	622	853	934	743	144	387	1003	111	396	627	1063	655	580	565	833
714	1061	774	10	318	706	658	944	657	1006	803	955	608	225	695	490	971	956	1022	650	346	1062	948	609	275	380	341	137	823	426	1109	757	913	1107
732	260	391	442	1068	826	1051	832	556	882	862	1112	159	734	642	1047	963	813	1055	918	867	998	791	968	1044	564	663	705	51	315	778	694	237	679
620	898	710	1086	522	1111	367	1076	992	615	595	515	46	1075	566	592	737	952	1099	1025	995	682	870	1082	698	100	953	993	662	227	1023	905	578	960
761	558	549	821	1098	132	805	1031	450	22	475	840	987	984	908	945	986	95	958	914	610	1037	889	916	619	863	630	1019	996	740	625	245	1020	720
900	1004	1081	570	883	474	880	1084	571	911	886	818	736	800	1007	4	599	1113	1108	451	1058	1036	404	29	296	1045	259	913	593	226	506	477	691	775
802	387	576	621	176	627	774	476	931	815	402	507	431	864	818	480	773	1053	874	123	435	659	512	57	256	929	19	962	88	745	558	244	137	668
